id;medication_id;interacting_drug;interaction_type;severity;description;recommendation;created_at
0e11213c-7f43-419c-8f2b-822783fa19e3;1f886eab-df18-4046-8dc5-79e680e8ca36;Antiepileptica;;;Co-Medikation bei neurologischen Indikationen;In Betracht zu ziehen.;2025-12-07 22:12:33.595748+00
4d1d0165-211c-4f28-90b4-936eb27daebe;b6d948fb-f902-4bcd-867a-a97f66922bd6;systemische hormonelle Kontrazeptiva;decreased_efficacy;moderate;Die Wirksamkeit von systemischen hormonellen Kontrazeptiva kann aufgrund pharmakokinetischer Interaktionen mit Topiramat (Induktion von CYP3A4) vermindert sein.;Frauen, die systemisch wirkende hormonelle Verhütungsmittel verwenden, sollten zusätzlich eine Barrieremethode anwenden.;2025-12-07 22:13:01.435392+00
2ada505d-bb3d-432c-93eb-034ba0e001fc;1f886eab-df18-4046-8dc5-79e680e8ca36;Benzodiazepine;;;Co-Medikation bei neurologischen Indikationen;In Betracht zu ziehen.;2025-12-07 22:12:33.638078+00
49e77534-6a87-4aa2-8aa8-39377773b533;b6d948fb-f902-4bcd-867a-a97f66922bd6;Valproinsäure;increased_toxicity;moderate;Hypothermie bei gleichzeitiger Anwendung von Valproinsäure (mentionné dans les actualités).;;2025-12-07 22:13:01.463406+00
f52bd921-c251-4d13-8cbd-cc276a979304;f9befbc4-6c7f-495c-85b7-988d34ec4f68;Antazida;decreased_efficacy;minor;Die gleichzeitige Anwendung von Antazida verminderte die Resorptionsrate von Ezetimib, beeinflusste aber die Bioverfügbarkeit von Ezetimib nicht. Der verminderten Resorptionsrate wird keine klinische Bedeutung beigemessen.;;2025-12-07 22:14:02.380548+00
d0b8ff25-6260-47c9-9e15-c2f0b0ea9456;f9befbc4-6c7f-495c-85b7-988d34ec4f68;Colestyramin;decreased_efficacy;moderate;Die gleichzeitige Anwendung von Colestyramin verkleinerte die Fläche unter der Plasmakonzentration vs. Zeit Kurve (AUC) von Gesamt-Ezetimib (Ezetimib und glukuronisiertes Ezetimib) um ca. 55%.;Die Einnahme von Ezetimib-Mepha sollte mindestens 2 Stunden vor oder 4 Stunden nach Colestyramin erfolgen.;2025-12-07 22:14:02.415331+00
fc08680f-d7ca-4f7c-b13a-ccce75c8c4b8;f9befbc4-6c7f-495c-85b7-988d34ec4f68;Ciclosporin;increased_toxicity;moderate;Bei gleichzeitiger Behandlung mit Ciclosporin und Ezetimib wurden bei nierentransplantierten Patienten sowohl erhöhte Ezetimib-Spiegel (im Durchschnitt 3,4-fach, bei einem Patienten mit schwerer Niereninsuffizienz bis 12-fach) als auch erhöhte Ciclosporinspiegel bei gesunden Probanden (+15%, nach Mehrfachdosis mit 20 mg Ezetimib) beobachtet.;Bei der gleichzeitigen Anwendung von Ezetimib mit Ciclosporin ist Vorsicht geboten. Bei Patienten die gleichzeitig Ezetimib-Mepha und Ciclosporin erhalten, sollten die Ciclosporinkonzentrationen monitoriert werden.;2025-12-07 22:14:02.44616+00
d1afd235-2b5e-4e2b-aa98-81b00b32846a;f9befbc4-6c7f-495c-85b7-988d34ec4f68;andere Fibrate (ausser Fenofibrat);;moderate;Die gleichzeitige Anwendung von Ezetimib in Kombination mit anderen Fibraten wurde nicht untersucht.;Die Kombination von Ezetimib mit anderen Fibraten (ausser Fenofibrat) wird nicht empfohlen.;2025-12-07 22:14:02.479184+00
7a2228d4-9cf8-48db-803e-ec6e5f24e554;f9befbc4-6c7f-495c-85b7-988d34ec4f68;Gemfibrozil;potentiation;moderate;In einer pharmakokinetischen Studie erhöhte die gleichzeitige Anwendung von Ezetimib in Kombination mit Gemfibrozil die Konzentration von Gesamt-Ezetimib um das ca. 1,7-fache.;Die gleichzeitige Anwendung von Ezetimib mit Gemfibrozil wird nicht empfohlen.;2025-12-07 22:14:02.547733+00
75f8db81-85f8-4e91-8da9-851a34ff4f57;f9befbc4-6c7f-495c-85b7-988d34ec4f68;Statine (Atorvastatin, Simvastatin, Pravastatin, Lovastatin, Fluvastatin oder Rosuvastatin);;minor;Bei der gleichzeitigen Anwendung von Ezetimib mit Atorvastatin, Simvastatin, Pravastatin, Lovastatin, Fluvastatin oder Rosuvastatin wurden keine klinisch signifikanten pharmakokinetischen Interaktionen festgestellt.;Bei gleichzeitiger Anwendung von Ezetimib-Mepha mit einem Statin ist die Arzneimittelinformation des entsprechenden Arzneimittels zu beachten. Wenn Ezetimib-Mepha zusammen mit einem Statin verabreicht wird, sollte die Leberfunktion bei Behandlungsbeginn sowie gemäss den Anweisungen der Fachinformation des betreffenden Statins überprüft werden.;2025-12-07 22:14:02.58075+00
0c68b38a-b7a9-465f-9600-a261e5792a83;f9befbc4-6c7f-495c-85b7-988d34ec4f68;Warfarin oder andere Vitamin K-Antagonisten (Marcoumar, Sintrom);increased_toxicity;moderate;Die gleichzeitige Anwendung von Ezetimib (10 mg täglich) hatte in einer Studie mit 12 männlichen Probanden keine signifikante Wirkung auf die Bioverfügbarkeit von Warfarin und die Prothrombinzeit. Hingegen gab es postmarketing Berichte bei Patienten, die Ezetimib zusätzlich zu einer Warfarintherapie erhielten, mit erhöhten INR-Werten.;Bei gleichzeitiger Behandlung mit Warfarin oder anderen Vitamin K-Antagonisten soll der Quickwert bzw. die INR engmaschig bestimmt werden.;2025-12-07 22:14:02.621089+00
2975f2e4-e58c-4372-8fea-710cf5ca8721;b8548385-1015-49c2-9626-00f727e56b80;Melphalan/Prednisolon;;minor;Bei gleichzeitiger Verabreichung von Ibandronsäure mit Melphalan/Prednisolon an Patientinnen mit multiplem Myelom wurden keine Wechselwirkungen beobachtet.;;2025-12-07 22:14:42.298751+00
d1de4807-71ab-4547-b919-7e7712eecfcb;b8548385-1015-49c2-9626-00f727e56b80;Tamoxifen;;minor;Interaktionsstudien bei Frauen in der Postmenopause haben gezeigt, dass kein Wechselwirkungspotenzial mit Tamoxifen oder einer Hormonersatztherapie (Östrogen) besteht.;;2025-12-07 22:14:42.334098+00
dba6ff2e-38b9-4646-9df2-5330ede4a0ee;b8548385-1015-49c2-9626-00f727e56b80;Hormonersatztherapie (Östrogen);;minor;Interaktionsstudien bei Frauen in der Postmenopause haben gezeigt, dass kein Wechselwirkungspotenzial mit Tamoxifen oder einer Hormonersatztherapie (Östrogen) besteht.;;2025-12-07 22:14:42.371887+00
39c7a6b7-465a-4b99-8681-506c2899fd90;b8548385-1015-49c2-9626-00f727e56b80;Ranitidin;potentiation;minor;Die intravenöse Gabe von Ranitidin bewirkt eine Zunahme der Bioverfügbarkeit von Ibandronsäure von etwa 20% (liegt innerhalb des Normalbereichs der Bioverfügbarkeit von Ibandronsäure).;Es ist keine Dosisanpassung erforderlich, wenn Bondronat zusammen mit H2- Antagonisten oder anderen Arzneimitteln, die den pH-Wert des Magensafts erhöhen, verabreicht wird.;2025-12-07 22:14:42.406078+00
40126e6d-8717-48b8-a0d1-b1bc3094d299;b8548385-1015-49c2-9626-00f727e56b80;H2-Antagonisten;;minor;Die intravenöse Gabe von Ranitidin bewirkt eine Zunahme der Bioverfügbarkeit von Ibandronsäure von etwa 20% (liegt innerhalb des Normalbereichs der Bioverfügbarkeit von Ibandronsäure).;Es ist keine Dosisanpassung erforderlich, wenn Bondronat zusammen mit H2- Antagonisten oder anderen Arzneimitteln, die den pH-Wert des Magensafts erhöhen, verabreicht wird.;2025-12-07 22:14:42.443027+00
b1247221-1c41-49c7-acce-9dfbcdc43800;b8548385-1015-49c2-9626-00f727e56b80;Arzneimitteln, die den pH-Wert des Magensafts erhöhen;;minor;Die intravenöse Gabe von Ranitidin bewirkt eine Zunahme der Bioverfügbarkeit von Ibandronsäure von etwa 20% (liegt innerhalb des Normalbereichs der Bioverfügbarkeit von Ibandronsäure).;Es ist keine Dosisanpassung erforderlich, wenn Bondronat zusammen mit H2- Antagonisten oder anderen Arzneimitteln, die den pH-Wert des Magensafts erhöhen, verabreicht wird.;2025-12-07 22:14:42.484624+00
ec13d573-cbb8-411f-baed-3d6fb5880c2d;b8548385-1015-49c2-9626-00f727e56b80;Übliche Krebsmedikamente, Diuretika, Antibiotika und Analgetika;;minor;In klinischen Studien ist Bondronat gleichzeitig mit üblichen Krebsmedikamenten, Diuretika, Antibiotika und Analgetika verabreicht worden, ohne dass klinisch manifeste Wechselwirkungen aufgetreten wären.;Klinisch bedeutsame Wechselwirkungen mit anderen Arzneimitteln sind unwahrscheinlich.;2025-12-07 22:14:42.533667+00
bbc3b572-a0b4-446b-8450-40a84bb454d5;b8548385-1015-49c2-9626-00f727e56b80;Aminoglykoside;potentiation;moderate;Vorsicht ist geboten, wenn Bisphosphonate zusammen mit Aminoglykosiden verabreicht werden, da beide Substanzgruppen zu einer Senkung des Serumcalciumspiegels über längere Zeiträume führen können. Auch auf eine möglicherweise gleichzeitig bestehende Hypomagnesiämie ist zu achten.;Vorsicht ist geboten.;2025-12-07 22:14:42.565485+00
5fb93d35-6a90-4b2a-baf3-5900c57a70b2;3644cf21-6ebc-46cb-b7f1-28518ffe9e8d;Alkohol;potentiation;major;Verstärkte Sedierung durch Alkohol.;Von der gleichzeitigen Einnahme von Alkohol wird aufgrund des Risikos einer verstärkten Sedierung durch Alkohol gewarnt.;2025-12-07 22:15:08.021105+00
9244bf98-6260-4728-82d0-4e1467d26384;3644cf21-6ebc-46cb-b7f1-28518ffe9e8d;Antipsychotika (Neuroleptika), Hypnotika, Anxiolytika/Sedativa, Antidepressiva, Morphinabkömmlinge (Analgetika und Antitussiva), narkotische Analgetika, Antiepileptika, Anästhetika und sedierende H1-Antihistaminika;potentiation;moderate;Die Hemmung des zentralen Nervensystems kann verstärkt werden. Kann Somnolenz und psychomotorische Störungen einschliesslich verminderter Fahrtüchtigkeit verstärken.;;2025-12-07 22:15:08.04688+00
3cbb301d-7e92-49c8-92a0-df98e4522e7d;3644cf21-6ebc-46cb-b7f1-28518ffe9e8d;Fluoxetin;;minor;Weder in pharmakokinetischer noch in pharmakodynamischer Hinsicht klinisch signifikante Interaktionen beobachtet.;;2025-12-07 22:15:08.076326+00
1fa437c9-ddbd-4a62-88d2-8494df66f814;3644cf21-6ebc-46cb-b7f1-28518ffe9e8d;Narkotische Analgetika;potentiation;moderate;Eine Steigerung der Euphorie kann zum Auftreten einer psychischen Abhängigkeit beitragen.;;2025-12-07 22:15:08.129809+00
524eb6b0-969d-4397-b1cb-652f60297b1b;3644cf21-6ebc-46cb-b7f1-28518ffe9e8d;Sertralin;;moderate;Die maximale Zolpidem-Konzentration signifikant erhöht und Tmax reduziert. Könnten theoretisch die hypnotische Wirkung von Zolpidem beschleunigen.;;2025-12-07 22:15:08.101186+00
ba884b5a-dc22-4fab-ae85-76f3f113821c;3644cf21-6ebc-46cb-b7f1-28518ffe9e8d;Ketokonazol;potentiation;moderate;Eine Verstärkung der sedativen Wirkung kann herbeigeführt werden. Es wurde eine Erhöhung um den Faktor 1,83 der AUC beobachtet.;Die routinemässige Anpassung der Zolpidem-Dosen wird nicht als erforderlich angesehen.;2025-12-07 22:15:08.265478+00
4a4c3c35-a02b-4cc8-b3db-3c62276f799c;3644cf21-6ebc-46cb-b7f1-28518ffe9e8d;Opioide;increased_toxicity;major;Erhöht aufgrund der zusätzlichen dämpfenden Wirkungen auf das zentrale Nervensystem das Risiko für Sedierung, Atemnot, Koma und Tod.;Bei Patienten die gleichzeitig Benzodiazepine und Opioide einnehmen, die Dosis und die Behandlungsdauer ist zu beschränken.;2025-12-07 22:15:08.161688+00
12d69a1c-1c83-4bf9-94de-13addaaf58d7;3644cf21-6ebc-46cb-b7f1-28518ffe9e8d;Ciprofloxacin;potentiation;moderate;Kann den Blutspiegel von Zolpidem erhöhen.;Von einer gleichzeitigen Gabe mit Zolpidem wird daher abgeraten.;2025-12-07 22:15:08.319269+00
c53f8059-6ee5-49a7-a88e-5f86fec4f739;3644cf21-6ebc-46cb-b7f1-28518ffe9e8d;Rifampicin;decreased_efficacy;moderate;Die pharmakodynamische Wirkung von Zolpidem wird herabgesetzt.;;2025-12-07 22:15:08.186398+00
91859f32-7421-4464-a223-ed59f4d04538;3644cf21-6ebc-46cb-b7f1-28518ffe9e8d;Johanniskraut;decreased_efficacy;moderate;Kann den Zolpidem-Blutspiegel herabsetzen (Senkung der mittleren Cmax-Werte um 33,7% und der AUC-Werte um 30%).;Eine gleichzeitige Verabreichung wird daher nicht empfohlen.;2025-12-07 22:15:08.212363+00
35534440-53dc-4a2a-b5b7-b55a935d8fa1;3644cf21-6ebc-46cb-b7f1-28518ffe9e8d;Itraconazol;;minor;Trotz Zunahme der AUC um 35% wurden keine klinischen Folgen beobachtet.;Eine Anpassung der Dosis von Zolpidem bei gleichzeitiger Verabreichung von Itraconazol ist daher nicht notwendig.;2025-12-07 22:15:08.24163+00
c2be11b9-b667-4bae-96d4-17b674bcc530;3644cf21-6ebc-46cb-b7f1-28518ffe9e8d;Fluvoxamin;potentiation;moderate;Kann den Blutspiegel von Zolpidem erhöhen.;Von einer gleichzeitigen Gabe mit Zolpidem wird daher abgeraten.;2025-12-07 22:15:08.294898+00
3800eb5f-5c37-4216-b44a-29bf491b3168;6d0cf894-a2d7-4dbc-bfaf-675b266d60ee;Digitalisglykoside;increased_toxicity;major;Erhöhtes Risiko für Herzrhythmusstörungen.;Nicht empfohlen.;2025-12-07 22:16:13.164186+00
38e382b8-693f-41f5-9419-21d353354360;6d0cf894-a2d7-4dbc-bfaf-675b266d60ee;Diuretika;increased_toxicity;major;Erhöhtes Risiko für Herzrhythmusstörungen.;Nicht empfohlen.;2025-12-07 22:16:13.19805+00
6ef6fa35-0f68-4ef0-9214-a626b65c0457;6d0cf894-a2d7-4dbc-bfaf-675b266d60ee;Chinine;increased_toxicity;major;Erhöhtes Risiko für Herzrhythmusstörungen.;Nicht empfohlen.;2025-12-07 22:16:13.230966+00
925f24a2-58bc-4c5e-b25c-ff1457217d0f;6d0cf894-a2d7-4dbc-bfaf-675b266d60ee;Trizyklische Antidepressiva (TAD);potentiation;moderate;Verstärkung der Wirkungen von Adrenalin.;;2025-12-07 22:16:13.263084+00
8a085dd5-14c9-481f-9e99-f5cbdcafe3f2;6d0cf894-a2d7-4dbc-bfaf-675b266d60ee;Monoaminoxidase-Hemmer (MAOH);potentiation;moderate;Verstärkung der Wirkungen von Adrenalin.;;2025-12-07 22:16:13.316041+00
39f35f53-7a32-4228-be86-f928cb8bace4;6d0cf894-a2d7-4dbc-bfaf-675b266d60ee;Catechol-O-Methyltransferase (COMT) - Hemmer;potentiation;moderate;Verstärkung der Wirkungen von Adrenalin.;;2025-12-07 22:16:13.358406+00
54895032-a249-48a3-bb0a-ae2b414f27e5;6d0cf894-a2d7-4dbc-bfaf-675b266d60ee;Schilddrüsenhormone;potentiation;moderate;Verstärkung der Wirkungen von Adrenalin.;;2025-12-07 22:16:13.391339+00
45869cb5-5966-4bde-b3b0-8311bf72d39f;6d0cf894-a2d7-4dbc-bfaf-675b266d60ee;Theophyllin;potentiation;moderate;Verstärkung der Wirkungen von Adrenalin.;;2025-12-07 22:16:13.421685+00
e5c9bb8b-9621-468e-8d5d-f03c3901c934;6d0cf894-a2d7-4dbc-bfaf-675b266d60ee;Oxytocin;potentiation;moderate;Verstärkung der Wirkungen von Adrenalin.;;2025-12-07 22:16:13.45401+00
7ed11eff-c671-4bd9-be63-bdcdee490b5b;6d0cf894-a2d7-4dbc-bfaf-675b266d60ee;Parasympatholytica;potentiation;moderate;Verstärkung der Wirkungen von Adrenalin.;;2025-12-07 22:16:13.488453+00
13bcc200-5c2d-4c89-a390-8003b54559d5;6d0cf894-a2d7-4dbc-bfaf-675b266d60ee;Bestimmte Antihistamine (Diphenhydramin, Chlorpheniramin);potentiation;moderate;Verstärkung der Wirkungen von Adrenalin.;;2025-12-07 22:16:13.518169+00
74911a92-ea81-48fd-815d-e71d02d831cf;6d0cf894-a2d7-4dbc-bfaf-675b266d60ee;Levodopa;potentiation;moderate;Verstärkung der Wirkungen von Adrenalin.;;2025-12-07 22:16:13.54756+00
6af87f57-72d3-4839-9085-8486dad7de63;6d0cf894-a2d7-4dbc-bfaf-675b266d60ee;Alkohol;potentiation;moderate;Verstärkung der Wirkungen von Adrenalin.;;2025-12-07 22:16:13.576547+00
7b827301-06e5-49e2-9e04-44d180c78564;6d0cf894-a2d7-4dbc-bfaf-675b266d60ee;Gefässerweiternde Arzneimittel (schnellwirkend);antagonism;major;Die blutdrucksteigernde Wirkung von Adrenalin kann aufgehoben werden. Folgt einer solchen Massnahme ein länger anhaltender Bluttiefdruck, mag es nötig sein, ein anderes blutdrucksteigerndes Arzneimittel zu verabreichen.;Beobachtung des Blutdrucks, ggf. Verabreichung eines anderen blutdrucksteigernden Arzneimittels.;2025-12-07 22:16:13.605409+00
31bcee86-2ccd-4a1d-8d7f-4682082ab4e8;6d0cf894-a2d7-4dbc-bfaf-675b266d60ee;α-Blocker;antagonism;major;Die blutdrucksteigernde Wirkung von Adrenalin kann aufgehoben werden.;Beobachtung des Blutdrucks, ggf. Verabreichung eines anderen blutdrucksteigernden Arzneimittels.;2025-12-07 22:16:13.643388+00
d3205ba2-b33c-4443-813e-5ed5f2c745a2;6d0cf894-a2d7-4dbc-bfaf-675b266d60ee;Betablocker;antagonism;major;Die β-stimulierende Wirkung des Adrenalins kann aufgehoben werden.;;2025-12-07 22:16:13.677601+00
1dc94f8f-984e-4ee1-b0ba-000f0828a144;6d0cf894-a2d7-4dbc-bfaf-675b266d60ee;Insulin/Antidiabetika;decreased_efficacy;moderate;Adrenalin hemmt die Ausschüttung von Insulin und bewirkt dadurch einen Anstieg des Blut-Glukosespiegels. Bei Diabetikern ist daher gegebenenfalls eine Anpassung der Insulindosis respektive der Dosis ihrer Antidiabetika notwendig (Cave: Dabei ist die kurze Halbwertszeit von Adrenalin zu berücksichtigen).;Anpassung der Dosis von Insulin oder Antidiabetika.;2025-12-07 22:16:13.713976+00
4cfccda1-6d71-4272-a0f9-f6a4cde23854;f988b59b-4cb7-4a0a-a039-559fb8e91199;Chinidin;potentiation;moderate;Die gleichzeitige Verabreichung von Loperamid (16 mg Einzeldosis) mit Chinidin, einem P-Glycoprotein Hemmer, resultierte in einer 2-3-fachen Erhöhung der Loperamid-Plasmaspiegel.;Wenn Loperamid in den empfohlenen Dosierungen angewendet wird, ist die klinische Relevanz dieser pharmakokinetischen Interaktion mit P-Glycoprotein-Hemmern unbekannt.;2025-12-07 22:16:45.747081+00
cd263c34-8b24-46a6-bf57-56825a5d102d;f988b59b-4cb7-4a0a-a039-559fb8e91199;Ritonavir;potentiation;moderate;Die gleichzeitige Verabreichung von Loperamid (16 mg Einzeldosis) mit Ritonavir, einem P-Glycoprotein Hemmer, resultierte in einer 2-3-fachen Erhöhung der Loperamid-Plasmaspiegel.;Wenn Loperamid in den empfohlenen Dosierungen angewendet wird, ist die klinische Relevanz dieser pharmakokinetischen Interaktion mit P-Glycoprotein-Hemmern unbekannt.;2025-12-07 22:16:45.781119+00
b417bab5-a00b-437c-b9d5-e8b80e7c0fc7;f988b59b-4cb7-4a0a-a039-559fb8e91199;Itraconazol;potentiation;moderate;Die gleichzeitige Verabreichung von Loperamid (4 mg Einzeldosis) und Itraconazol, einem CYP3A4- und P-Glycoprotein-Hemmer, resultierte in einer 3–4-fachen Erhöhung der Loperamid-Plasmaspiegel.;;2025-12-07 22:16:45.817582+00
620977c9-ac43-4233-8bc6-35ef78bd8644;f988b59b-4cb7-4a0a-a039-559fb8e91199;Gemfibrozil;potentiation;moderate;Gemfibrozil, ein CYP2C8-Hemmer, erhöhte die Loperamid-Werte um ungefähr das 2-Fache.;;2025-12-07 22:16:45.857766+00
2163e40c-1d4e-49c6-9847-b62c86a5e28a;f988b59b-4cb7-4a0a-a039-559fb8e91199;Itraconazol und Gemfibrozil;potentiation;major;Bei einer Kombination aus Itraconazol und Gemfibrozil ergab sich ein 4-facher Anstieg der Plasmaspitzenwerte von Loperamid und ein 13-facher Anstieg der totalen Plasmaexposition. Es wurden keine zentralen Opiat-Wirkungen beobachtet.;;2025-12-07 22:16:45.890046+00
3d27acd6-6616-40ff-a929-a6c4713f9779;f988b59b-4cb7-4a0a-a039-559fb8e91199;Ketoconazol;potentiation;major;Die gleichzeitige Verabreichung von Loperamid (16 mg Einzeldosis) und Ketoconazol, einem CYP3A4- und P-Glycoprotein-Hemmer, resultierte in einem 5-fachen Anstieg der Loperamid-Plasmawerte. Es wurden keine zentralen Opiat-Wirkungen beobachtet.;;2025-12-07 22:16:45.926822+00
b7721bd7-9525-4d6d-bca0-8e2e50ca227b;f988b59b-4cb7-4a0a-a039-559fb8e91199;Desmopressin (oral);potentiation;moderate;Die gleichzeitige Verabreichung von oralem Desmopressin führte zu einem 3-fachen Anstieg der Desmopressin-Plasmawerte, was höchstwahrscheinlich auf eine verringerte gastrointestinale Motilität zurückzuführen ist.;;2025-12-07 22:16:45.959063+00
d3588201-184a-4fbc-90de-ef6a466225d4;f988b59b-4cb7-4a0a-a039-559fb8e91199;Arzneimittel mit ähnlichen pharmakologischen Eigenschaften;potentiation;moderate;Es ist davon auszugehen, dass Arzneimittel mit ähnlichen pharmakologischen Eigenschaften die Wirkung von Loperamid verstärken.;;2025-12-07 22:16:45.989735+00
288d9dca-d70c-4cdf-8f7c-8ab6986fd571;f988b59b-4cb7-4a0a-a039-559fb8e91199;Arzneimittel, die den gastrointestinalen Transit beschleunigen;antagonism;moderate;Es ist davon auszugehen, dass Arzneimittel, die den gastrointestinalen Transit beschleunigen, die Wirkung von Loperamid beeinträchtigen.;;2025-12-07 22:16:46.027433+00
